eval_eplenmean,eval_discount_q,eval_qs,eval_time_elapsed,eval_qs_difference,total timesteps,eval_abs_qs_difference,eval_ep_rewmean,eval mean 100 episode reward,fps,train_time,env_time,act_time,current_lr,time_elapsed,mean 100 episode reward,ep_rewmean,episodes,qs_abs_difference,update_time,n_updates,discount_q,qs_mean,eplenmean,qs_difference,qfs_loss,q_grad_norm
,,,,,20633,,,,44,0,23,2,0.0003,460,20.3,20.333194379999995,916,4.261074476665437,427,0,4.628281272046038,0.225949,23.52,-4.251962006688196,,
,,,,,20709,,,,44,0,23,2,0.0003,465,20.0,19.95825391,920,2.4681617544238104,431,0,5.11708240439989,0.314401,23.21,-0.9373645807920982,,
,,,,,20763,,,,44,0,23,2,0.0003,465,19.6,19.55195853,924,3.8288172454439477,431,0,5.540409109370579,0.024907863,22.88,-3.8288172454439477,,
,,,,,20856,,,,44,0,23,2,0.0003,469,20.1,20.121124959999996,928,4.174157770946935,435,0,3.7316122245039134,0.16028403,22.92,-4.174157770946935,,
,,,,,20940,,,,44,0,23,2,0.0003,473,19.8,19.794255699999997,932,2.542351594986311,439,0,4.714800019099989,0.25731865,22.7,-2.0311082580142945,,
,,,,,21024,,,,43,0,24,2,0.0003,478,20.0,19.979924609999998,936,11.331260898953381,443,0,11.757198647457546,0.18356133,22.81,-11.331260898953381,,
,,,,,21098,,,,44,0,24,2,0.0003,478,19.5,19.522574799999997,940,11.364984457107962,443,0,14.480748884741377,0.28657237,22.23,-11.364984457107962,,
,,,,,21197,,,,43,0,24,2,0.0003,482,20.2,20.15914612,944,4.585257875180195,447,0,4.483565518977918,0.25307024,22.49,-4.5834037133098295,,
,,,,,21293,,,,43,0,24,2,0.0003,486,20.3,20.253150220000002,948,3.4934688108050316,452,0,3.431025250201691,0.1566375,22.76,-3.4934688108050316,,
,,,,,21373,,,,43,0,24,2,0.0003,491,18.5,18.48438389,952,4.460776757678013,456,0,6.191001927163579,0.34709156,21.85,-4.460776757678013,,
,,,,,21445,,,,43,0,24,2,0.0003,495,18.4,18.44999605,956,2.1813715721600464,460,0,3.4640817991424044,0.19123666,21.79,-2.073556545151363,,
,,,,,21537,,,,43,0,24,2,0.0003,500,18.2,18.229368440000002,960,20.058513050717387,464,0,19.751179499318933,0.29084048,21.69,-20.058513050717387,,
,,,,,21600,,,,42,0,24,2,0.0003,504,17.9,17.86555609,964,4.821126179174392,469,0,6.343340431785568,0.25839514,21.43,-4.801719185309264,,
,,,,,21704,,,,42,0,24,2,0.0003,509,18.2,18.168374449999998,968,14.69952125540054,473,0,12.06949305188895,0.22800295,21.47,-14.69952125540054,,
,,,,,21763,,,,42,0,24,2,0.0003,509,18.3,18.288138090000004,972,3.7443103193731244,473,0,5.358466004860977,0.2785211,21.34,-3.7443103193731244,,
,,,,,21827,,,,42,0,24,2,0.0003,513,17.9,17.90683007,976,4.222132777206254,477,0,8.082609506638672,0.349457,21.18,-4.082159642158072,,
,,,,,21921,,,,42,0,25,2,0.0003,518,17.5,17.512755109999997,980,5.266276635133388,482,0,4.702801130137964,0.20108539,20.96,-5.266276635133388,,
,,,,,21993,,,,42,0,25,2,0.0003,518,17.6,17.56821062,984,5.230981711063163,482,0,5.957117172145917,0.19089392,20.98,-5.230981711063163,,
,,,,,22107,,,,41,0,25,2,0.0003,527,17.5,17.49253566,988,5.00381852081904,491,0,6.852851771767752,0.30550167,20.84,-4.822868982103139,,
,,,,,22205,,,,41,0,25,2,0.0003,532,17.6,17.588709360000003,992,8.246674249508663,495,0,8.287163440544273,0.3395691,21.13,-8.246674249508663,,
,,,,,22276,,,,41,0,25,2,0.0003,532,17.0,16.97665957,996,6.7468146876127735,495,0,7.859142569590956,0.10780571,20.61,-6.7468146876127735,,
,,,,,22377,,,,41,0,25,2,0.0003,536,17.3,17.29700836,1000,4.117638016923143,500,0,3.9012102464949714,0.20046194,20.95,-4.112694288560523,,
,,,,,22462,,,,41,0,25,2,0.0003,541,16.9,16.86192505,1004,5.437254991291729,504,0,8.114810851539035,0.23763801,20.69,-5.369821514590444,,
,,,,,22559,,,,41,0,25,2,0.0003,545,16.9,16.93191212,1008,7.016502193742137,509,0,5.5613494482522405,0.002093501,20.95,-7.016502193742137,,
,,,,,22645,,,,41,0,25,2,0.0003,550,16.9,16.85676955,1012,2.7301510716278696,513,0,3.8219822836682242,0.2818611,21.07,0.9791122425799055,,
,,,,,22747,,,,40,0,26,2,0.0003,555,16.8,16.82602915,1016,6.118889962365939,518,0,5.271627932759826,0.16277036,21.14,-6.118889962365939,,
,,,,,22836,,,,40,0,26,2,0.0003,560,17.1,17.14516548,1020,11.332210707380247,522,0,11.18225352880861,0.26919678,21.27,-11.332210707380247,,
,,,,,22921,,,,40,0,26,2,0.0003,564,17.5,17.495018209999998,1024,5.5036235952334085,527,0,5.862968253590628,0.15567143,21.58,-5.5036235952334085,,
,,,,,23002,,,,40,0,26,2,0.0003,569,17.0,16.969002680000003,1028,6.0833802836766475,531,0,5.871131905682968,0.21880582,21.46,-6.0833802836766475,,
,,,,,23080,,,,40,0,26,2,0.0003,569,16.9,16.9412875,1032,2.610720082173957,531,0,3.482530883373534,0.23789765,21.4,-2.610720082173957,,
,,,,,23143,,,,40,0,26,2,0.0003,574,16.6,16.60491464,1036,5.4442167981189336,536,0,7.7804041851763355,0.116339415,21.19,-5.4442167981189336,,
,,,,,23205,,,,40,0,26,2,0.0003,578,16.5,16.51533726,1040,4.275930643732574,541,0,6.004839667939442,0.28435686,21.07,-4.275930643732574,,
,,,,,23292,,,,40,0,26,2,0.0003,578,16.1,16.134082789999997,1044,5.623126046635011,541,0,8.22884539716196,0.35768273,20.95,-5.551522432446274,,
,,,,,23369,,,,40,0,26,2,0.0003,583,16.0,16.0386198,1048,5.155086050265417,545,0,7.096159045226726,0.27728468,20.76,-5.11848868032516,,
,,,,,23462,,,,39,0,26,2,0.0003,588,16.2,16.2247678,1052,4.466828482794116,550,0,4.469001289808513,0.28099963,20.89,-4.466828482794116,,
,,,,,23555,,,,39,0,26,2,0.0003,593,16.7,16.702753259999998,1056,26.87000509819748,555,0,25.464508204200342,0.25012064,21.1,-26.87000509819748,,
,,,,,23662,,,,39,0,27,2,0.0003,598,16.9,16.93836262,1060,32.38557202252406,559,0,28.959089631362968,0.21428382,21.25,-32.38557202252406,,
,,,,,23734,,,,39,0,27,2,0.0003,602,17.0,17.03124985,1064,6.57058072380817,564,0,8.243573626996875,0.07361458,21.34,-6.57058072380817,,
,,,,,23838,,,,39,0,27,2,0.0003,607,16.8,16.76600117,1068,5.230629197934651,569,0,4.509513135411022,0.3028222,21.34,-5.223198017988502,,
,,,,,23924,,,,39,0,27,2,0.0003,612,16.8,16.76854486,1072,2.4593096882453658,573,0,4.895079728115022,0.23394872,21.61,-2.2579278004765153,,
,,,,,23981,,,,39,0,27,2,0.0003,612,16.8,16.79201629,1076,5.057204791100989,573,0,6.574419778582552,0.23532377,21.54,-5.057204791100989,,
,,,,,24072,,,,38,0,27,2,0.0003,617,17.0,17.039964399999995,1080,17.309258416529804,578,0,14.739595921784705,0.28216755,21.51,-17.309258416529804,,
,,,,,24127,,,,38,0,27,2,0.0003,622,17.0,16.959782169999997,1084,3.3477793559213787,583,0,5.068620702675383,0.22003622,21.34,-3.3213223203438944,,
,,,,,24216,,,,38,0,27,2,0.0003,627,16.7,16.70763196,1088,3.8773674919520675,588,0,3.9073610806759813,0.061288416,21.09,-3.8773674919520675,,
,,,,,24294,,,,38,0,27,2,0.0003,627,16.8,16.797201870000002,1092,5.671002326643923,588,0,6.416357645460605,0.2476012,20.89,-5.671002326643923,,
,,,,,24393,,,,38,0,27,2,0.0003,632,17.1,17.05280872,1096,8.042731432124691,593,0,8.861257239176766,0.21803574,21.17,-8.042731432124691,,
,,,,,24485,,,,38,0,27,2,0.0003,637,17.0,16.957294960000002,1100,2.03654466402401,597,0,3.7124113263090073,0.259505,21.08,-1.6447119928433875,,
,,,,,24574,,,,38,0,28,2,0.0003,642,17.1,17.0767657,1104,3.3313657536078716,602,0,3.5730731101781306,0.18382744,21.12,-3.3313657536078716,,
,,,,,24679,,,,38,0,28,2,0.0003,647,17.2,17.20665229,1108,8.642287461882162,607,0,6.482019677093384,0.2571379,21.2,-8.642287461882162,,
,,,,,24801,,,,37,0,28,2,0.0003,657,17.8,17.845468920000002,1112,12.38789791375173,617,0,8.693911671166305,0.26671237,21.56,-12.38789791375173,,
,,,,,24924,,,,37,0,28,2,0.0003,662,18.5,18.50704531,1116,31.756430805090403,622,0,28.225551770409318,0.24291421,21.77,-31.756430805090403,,
,,,,,25026,,,,36,14,28,2,0.0003,682,18.8,18.767334310000003,1120,26.086088566633595,627,200,21.474955364174086,0.39268714,21.9,-26.086088566633595,104.4079,29.117443
,,,,,25118,,,,35,25,28,2,0.0003,699,19.6,19.61124659,1124,14.599704732205215,632,400,17.66232059803019,11.289703,21.97,-10.588929751429095,95.919235,36.0254
,,,,,25207,,,,35,37,28,2,0.0003,715,20.6,20.5733753,1128,13.679700047145163,637,600,17.67132933415909,16.140348,22.05,-5.091406988045683,88.6657,47.733578
,,,,,25300,,,,34,48,28,2,0.0003,732,21.6,21.649812269999998,1132,9.970291338947366,642,800,18.318369059857663,21.536674,22.2,-0.7276117315092309,82.67418,64.51398
,,,,,25392,,,,34,48,28,2,0.0003,732,22.8,22.754767440000002,1136,10.026674624617518,642,800,17.76874057470075,28.420853,22.49,6.69121400104878,,
,,,,,25592,,,,33,71,29,2,0.0003,766,25.9,25.86543245,1140,15.824277748352475,652,1200,13.749060628625278,40.792595,23.87,2.8383629479578487,76.42139,137.82309
,,,,,25789,,,,32,95,29,2,0.0003,800,28.7,28.670733630000004,1144,18.58858611026655,662,1600,14.643986320177685,53.997845,24.97,14.31875648838096,67.855125,227.68736
,,,,,26083,,,,30,129,29,3,0.0003,850,33.7,33.721933119999996,1148,47.104851644599385,678,2200,27.119917936405447,68.77423,27.14,-34.28126913713277,60.80612,332.78604
,,,,,26550,,,,28,186,30,3,0.0003,934,42.3,42.27745481000001,1152,28.083233151249352,704,3200,3.2287895827624236,92.602005,30.88,3.602361637503993,63.921707,710.6472
,,,,,26683,,,,28,198,30,3,0.0003,951,43.5,43.54689066,1156,75.85736059833917,709,3400,12.994350202346507,96.93107,31.28,75.85736059833917,66.2307,805.2944
,,,,,27270,,,,25,267,31,3,0.0003,1053,56.9,56.90341301000002,1160,47.57092858145901,741,4600,2.7852694964309177,127.3692,36.08,-26.980452590140462,68.1675,1053.016
,,,,,27736,,,,24,324,31,3,0.0003,1139,67.7,67.65495359,1164,68.090994290318,768,5600,3.2388749557877166,162.74516,40.02,68.090994290318,76.93447,1503.3578
,,,,,28088,,,,23,359,31,4,0.0003,1190,73.7,73.65901714,1168,108.4656613596687,784,6200,7.976111844754293,180.93417,42.5,108.4656613596687,90.88229,1813.2736
,,,,,28532,,,,22,417,32,4,0.0003,1276,83.3,83.29625814,1172,106.4655594609258,811,7200,3.6199633371178264,197.05865,46.08,106.4655594609258,99.267,2690.1868
,,,,,28887,,,,21,451,32,4,0.0003,1328,89.9,89.88757899000001,1176,134.3881959235865,828,7800,7.352700195747761,206.08296,49.06,134.3881959235865,112.74371,2814.5283
,,,,,29474,,,,20,521,33,4,0.0003,1432,105.7,105.72650514000001,1180,71.93367641870222,862,9000,1.6200540843092217,198.78246,54.02,71.93367641870222,138.26602,3484.3372
139.1818181818182,172.67352191501007,209.79654,2,72.62443581265485,30001,74.73222,361.8841005454546,94.2,,,,,,,,,,,,,,,,,,
,,,,,30165,,,,19,601,34,5,0.0003,1556,125.6,125.62461130000001,1184,84.01471735859997,902,10400,0.6650288105330342,221.70584,60.38,83.41244511445846,166.80145,4739.7705
,,,,,30693,,,,18,659,34,5,0.0003,1644,138.4,138.40523727,1188,113.55179680340453,931,11400,2.3267534262013094,232.62502,64.77,113.55179680340453,151.35294,5117.946
,,,,,31207,,,,17,728,35,5,0.0003,1749,151.6,151.55769183,1192,90.74173545807403,966,12600,3.704542025683266,228.91177,69.13,89.99090810111609,148.60939,5911.436
,,,,,31742,,,,17,785,35,6,0.0003,1838,164.6,164.63707110000004,1196,186.90089575055748,996,13600,1.2105870457632977,261.8056,73.49,186.90089575055748,151.89317,6265.5493
,,,,,32389,,,,16,854,36,6,0.0003,1944,180.9,180.9239671,1200,104.1189981076015,1032,14800,0.9442053275345392,244.7474,79.04,103.8818266985352,147.08241,7270.172
,,,,,32880,,,,16,912,37,6,0.0003,2034,193.1,193.07805083,1204,144.1565068801126,1064,15800,3.895373628003953,252.26447,83.06,144.1565068801126,132.326,6623.3013
,,,,,33477,,,,15,981,37,7,0.0003,2142,206.2,206.16913147000002,1208,104.0668871794729,1102,17000,4.977543816537758,283.17084,87.98,104.0668871794729,144.29135,6821.32
,,,,,34055,,,,15,1050,38,7,0.0003,2251,221.3,221.2955324,1212,120.62126992217571,1140,18200,1.9045315144602546,257.70203,92.54,118.72962780828617,154.22302,7861.9136
,,,,,34790,,,,14,1131,39,7,0.0003,2378,237.2,237.21947903000003,1216,149.55384598306395,1185,19600,1.306732990142486,279.43817,98.66,149.55384598306395,195.58466,8732.117
,,,,,35463,,,,14,1212,40,8,0.0003,2507,255.9,255.8527836,1220,90.04483314434519,1231,21000,1.0098567829145673,238.74367,104.37,84.14681362191006,150.31458,7119.0967
,,,,,35919,,,,13,1270,40,8,0.0003,2598,265.0,265.02354678,1224,171.44062190675137,1264,22000,4.018879626108488,256.1675,108.01,171.44062190675137,147.53065,7084.4155
,,,,,36532,,,,13,1339,41,8,0.0003,2709,280.0,279.98600087000005,1228,111.38331524421876,1305,23200,3.3214401071321493,283.53143,113.25,111.38331524421876,148.82465,8388.415
,,,,,37548,,,,12,1454,42,9,0.0003,2895,303.5,303.52722488000006,1232,111.49976011564378,1373,25200,0.056221155044012754,261.73975,122.48,111.49976011564378,151.35118,6728.0005
,,,,,38270,,,,12,1534,43,9,0.0003,3025,320.5,320.47037778000004,1236,90.50057950845387,1422,26600,0.5773625923937005,243.01375,128.78,89.62159689444286,163.28009,7638.7305
,,,,,39277,,,,12,1648,44,10,0.0003,3212,343.9,343.88088304000007,1240,68.26768132646188,1493,28600,0.07205679910942248,249.76405,136.85,64.22702475741679,155.67809,7347.8374
232.0909090909091,159.86768087218954,277.36707,3,147.80297314857228,40001,149.14961,481.52083263636365,170.5,,,,,,,,,,,,,,,,,,
,,,,,40109,,,,11,1751,45,10,0.0003,3385,359.5,359.54047460000004,1244,203.58621663613133,1557,30400,0.13969886855821131,293.87665,143.2,203.58621663613133,141.54839,6864.302
,,,,,40664,,,,11,1808,45,11,0.0003,3480,363.2,363.16854696,1248,215.44324004263004,1594,31400,1.570339836086283,288.58435,145.81,215.44324004263004,161.20691,6977.6406
,,,,,41091,,,,11,1854,46,11,0.0003,3556,361.2,361.20075433000005,1252,223.01880412542752,1624,32200,3.6485370198595573,280.89355,145.41,223.01880412542752,166.26337,6488.254
,,,,,41525,,,,11,1911,46,11,0.0003,3651,367.9,367.94153488000006,1256,129.30847105699516,1661,33200,6.7705526195579075,245.69037,148.42,129.2103324201414,168.20851,7217.8438
,,,,,41781,,,,11,1934,47,11,0.0003,3690,358.2,358.22887135,1260,249.42259929246111,1676,33600,6.81918597724846,284.4393,145.11,249.42259929246111,171.15346,7328.002
,,,,,42222,,,,11,1991,47,11,0.0003,3786,356.1,356.09729021,1264,252.07003462056903,1714,34600,0.8046086046997692,282.31598,144.86,252.07003462056903,195.63287,6113.31
,,,,,42317,,,,11,2003,47,11,0.0003,3805,350.9,350.89084663,1268,255.88237367921442,1721,34800,17.692193337495027,277.7667,142.29,255.88237367921442,176.89836,6595.212
,,,,,42419,,,,11,2014,47,12,0.0003,3824,342.5,342.48372330000007,1272,253.7797861963136,1729,35000,22.034383863616192,280.8177,138.87,253.7797861963136,271.01038,7536.5513
,,,,,42791,,,,11,2049,48,12,0.0003,3883,344.7,344.74917673000004,1276,188.41983557598033,1752,35600,14.813652646820845,300.4195,139.04,188.41983557598033,186.17377,7132.3
,,,,,43423,,,,10,2129,48,12,0.0003,4018,346.0,345.97095028,1280,54.942539669151884,1806,37000,2.3327816491427913,243.28738,139.49,50.89359517985096,191.44812,6568.3467
,,,,,44208,,,,10,2221,49,13,0.0003,4174,341.9,341.92364956,1284,202.3647000254171,1869,38600,0.19883615849546166,316.2948,140.43,202.3647000254171,164.56549,6366.4927
,,,,,44944,,,,10,2301,50,13,0.0003,4312,350.0,349.9754541500001,1288,53.54233861703108,1925,40000,0.8074375395792247,261.4559,142.51,53.362636109599094,196.7067,7213.996
,,,,,45281,,,,10,2336,50,13,0.0003,4371,343.9,343.93286814999993,1292,246.9847345653495,1949,40600,3.4285524524063384,284.40744,140.74,246.9847345653495,177.16463,6636.208
,,,,,45795,,,,10,2393,51,13,0.0003,4470,344.6,344.64849175999996,1296,125.46174990602493,1990,41600,4.2881364523358725,264.37506,140.53,124.44770676411885,197.7758,7653.8496
,,,,,46526,,,,10,2485,52,14,0.0003,4628,348.8,348.76030609000003,1300,86.61468582286675,2055,43200,0.4423643866386519,226.79707,141.37,86.61468582286675,166.14824,6005.214
,,,,,47485,,,,9,2588,53,14,0.0003,4809,363.8,363.8159771,1304,49.47498940197646,2130,45000,0.20346545659293275,289.04968,146.05,49.15236507822896,162.06932,6123.621
,,,,,48110,,,,9,2668,54,15,0.0003,4949,367.7,367.72618925999996,1308,128.69993090555192,2189,46400,1.3003238825317893,256.71414,146.33,128.22706785386103,140.11755,5675.8843
,,,,,48918,,,,9,2760,54,15,0.0003,5110,376.2,376.22221394,1312,95.43373932900396,2257,48000,0.531493865866192,295.15488,148.63,95.31887154171,170.86812,6748.3057
,,,,,49550,,,,9,2829,55,15,0.0003,5232,376.5,376.52623347,1316,76.01326155230802,2308,49200,1.7073932216643082,252.29007,147.6,76.01326155230802,188.57568,7223.59
169.63636363636363,211.03246663609318,251.04869,2,65.44505209273335,50001,66.74273,526.8365436363636,229.6,,,,,,,,,,,,,,,,,,
,,,,,50374,,,,9,2921,56,16,0.0003,5398,380.7,380.7379394400001,1320,118.2350229479588,2378,50800,0.9422444851907766,305.84952,149.11,118.2350229479588,182.83647,6724.3657
,,,,,51273,,,,9,3024,57,16,0.0003,5582,395.6,395.55245439,1324,83.31654532053113,2458,52600,0.15664273227801875,272.16168,153.54,80.2768641958951,200.00299,6798.9487
,,,,,51884,,,,9,3092,58,17,0.0003,5706,396.6,396.56768705999997,1328,87.21200312037482,2512,53800,2.891966330989045,281.97406,153.52,86.5067444096007,197.83403,6969.6807
